City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,Lago da Pedra,-4.3333,-45.1667,27.57,75,75,1.4,BR,1624131971
356,Sladkovo,55.5284,70.3385,9.41,74,94,3.49,RU,1624131971
357,Hamilton,39.1834,-84.5333,27.07,75,100,0.89,US,1624131728
358,Yar-Sale,66.8333,70.8333,6.9,78,87,4.01,RU,1624131971
359,Camopi,3.1655,-52.3158,26.81,78,86,2.3,GF,1624131971
360,Marawi,7.9986,124.2928,18.69,92,100,1.55,PH,1624131972
361,Chimoio,-19.1164,33.4833,14.92,100,75,1.81,MZ,1624131972
362,Sharan,54.8167,54.0,17.76,86,2,5.57,RU,1624131972
363,Awjilah,29.1081,21.2869,24.74,47,0,7.75,LY,1624131972
364,Santa Cruz de la Sierra,-17.8,-63.1667,13.7,71,75,6.17,BO,1624131739
365,Launceston,-41.45,147.1667,2.86,97,10,1.54,AU,1624131973
366,Sirte,31.2089,16.5887,23.65,67,0,3.39,LY,1624131973
367,Lerwick,60.1545,-1.1494,11.0,75,89,3.55,GB,1624131973
368,Karratha,-20.7377,116.8463,18.29,43,0,3.44,AU,1624131974
369,Flinders,-34.5833,150.8552,13.45,81,98,4.02,AU,1624131974
370,Te Anau,-45.4167,167.7167,-0.34,91,9,0.52,NZ,1624131974
371,Bambuí,-20.0064,-45.9769,24.53,37,29,3.43,BR,1624131732
372,Jasdan,22.0333,71.2,27.4,74,89,6.52,IN,1624131975
373,Morón,-34.6534,-58.6198,13.32,71,13,0.45,AR,1624131975
374,Yangi Marg`ilon,40.4272,71.7189,23.4,33,49,2.06,UZ,1624131975
375,La Ronge,55.1001,-105.2842,20.12,52,75,3.6,CA,1624131975
376,Kenai,60.5544,-151.2583,14.46,82,75,2.57,US,1624131976
377,Santa Rosa,14.3122,121.1114,28.84,86,100,3.12,PH,1624131976
378,Puerto del Rosario,28.5004,-13.8627,20.86,56,20,8.23,ES,1624131976
379,Burnie,-41.0667,145.9167,7.71,85,10,2.46,AU,1624131976
380,Karaton,-6.3424,106.1045,25.53,91,100,1.53,ID,1624131977
381,Sibu,2.3,111.8167,23.17,94,40,2.24,MY,1624131977
382,At-Bashi,41.1702,75.8106,12.23,52,86,0.24,KG,1624131977
383,Alice Springs,-23.7,133.8833,5.75,75,75,2.57,AU,1624131977
384,Ischia,40.7342,13.9471,25.31,57,51,3.13,IT,1624131978
385,NEDJO,9.5046,35.5019,14.76,94,100,0.92,ET,1624131978
386,Upernavik,72.7868,-56.1549,3.47,67,15,3.26,GL,1624131776
387,Asadābād,34.7824,48.1185,24.0,14,36,3.38,IR,1624131978
388,Dingle,10.9995,122.6711,24.45,88,100,1.38,PH,1624131979
389,Ponta Delgada,37.7333,-25.6667,20.4,94,40,6.69,PT,1624131979
390,Bandar-e Lengeh,26.5579,54.8807,32.92,61,0,2.48,IR,1624131979
391,Aripuanã,-9.1667,-60.6333,30.13,58,99,0.7,BR,1624131979
392,Ürümqi,43.801,87.6005,23.53,33,0,3.0,CN,1624131980
393,Margate,51.3813,1.3862,15.12,95,100,1.79,GB,1624131980
394,Yazman,29.1212,71.7446,35.55,38,0,7.47,PK,1624131980
395,Nizwá,22.9333,57.5333,31.36,33,13,2.42,OM,1624131980
396,Forsytheganj,52.6333,29.7333,19.67,92,0,2.79,BY,1624131981
397,Shihezi,44.3,86.0333,23.3,35,100,2.64,CN,1624131981
398,San Blas,21.5167,-105.2667,28.72,75,100,2.03,MX,1624131981
399,Harrogate,53.9908,-1.5373,16.39,67,20,3.13,GB,1624131981
400,Río Gallegos,-51.6226,-69.2181,6.03,52,0,4.63,AR,1624131982
401,Meghri,38.9029,46.2446,22.9,44,82,3.04,AM,1624131982
402,Mabaruma,8.2,-59.7833,27.52,83,32,3.04,GY,1624131982
403,Yermakovskoye,53.2831,92.4003,14.97,77,94,1.42,RU,1624131982
404,Rājāpur,25.3833,81.15,27.26,75,100,5.42,IN,1624131983
405,Naryan-Mar,67.6713,53.087,3.04,83,10,6.64,RU,1624131983
406,St. George's,12.0564,-61.7485,29.82,79,20,9.77,GD,1624131983
407,Coahuayana Viejo,18.7333,-103.6833,25.71,94,100,2.27,MX,1624131983
408,Puqi,29.7167,113.8833,20.04,96,100,0.45,CN,1624131984
409,Palmito,9.3333,-75.55,29.48,75,85,3.82,CO,1624131984
410,Tunceli,39.1083,39.5471,25.48,25,0,1.92,TR,1624131984
411,Redlands,34.0556,-117.1825,43.73,35,1,1.34,US,1624131773
412,Cabedelo,-6.9811,-34.8339,26.37,81,12,7.32,BR,1624131984
413,Faya,18.3851,42.4509,22.06,24,91,1.0,SA,1624131985
414,San Patricio,28.017,-97.5169,34.05,47,25,6.3,US,1624131985
415,Puro,12.4841,123.3827,28.02,78,100,5.26,PH,1624131985
416,Makakilo City,21.3469,-158.0858,27.38,57,75,3.6,US,1624131847
417,Bahadurgarh,28.6833,76.9167,28.06,66,89,1.82,IN,1624131985
418,Ahipara,-35.1667,173.1667,14.87,88,37,6.85,NZ,1624131986
419,Bolu Province,40.6667,31.5833,14.89,89,64,0.46,TR,1624131986
420,Maniitsoq,65.4167,-52.9,3.92,98,100,4.86,GL,1624131806
421,Port Lincoln,-34.7333,135.8667,10.54,67,1,2.01,AU,1624131986
422,Kitob,39.0843,66.8332,24.32,29,2,3.85,UZ,1624131986
423,Naze,28.3667,129.4833,23.72,82,100,3.23,JP,1624131987
424,Matadi,-5.8167,13.45,24.26,76,3,2.35,CD,1624131987
425,Quang Ngai,15.1167,108.8,26.06,76,80,2.68,VN,1624131987
426,Victoria Point,-27.5833,153.3,12.97,82,11,1.79,AU,1624131988
427,Oranjemund,-28.55,16.4333,20.63,35,63,1.82,NA,1624131988
428,Inhambane,-23.865,35.3833,19.99,83,20,4.57,MZ,1624131988
429,Itarema,-2.9248,-39.9167,27.2,75,44,5.46,BR,1624131988
430,Koundara,12.4833,-13.3,31.45,39,23,2.17,GN,1624131989
431,Draguignan,43.5333,6.4667,24.33,80,71,2.06,FR,1624131989
432,Narrabri,-30.3167,149.7833,7.51,87,0,2.06,AU,1624131989
433,Juruti,-2.1522,-56.0922,30.83,58,77,2.29,BR,1624131989
434,Hay River,60.8156,-115.7999,8.99,53,20,5.66,CA,1624131712
435,Wuwei,37.9281,102.6414,18.99,37,100,2.08,CN,1624131990
436,Saint-François,46.4154,3.9054,27.32,94,75,1.54,FR,1624131990
437,Fomboni,-12.28,43.7425,25.79,72,0,7.67,KM,1624131990
438,Viesca,25.35,-102.8,30.2,26,100,2.87,MX,1624131990
439,Mayo,38.8876,-76.5119,31.48,63,1,3.09,US,1624131991
440,Alakurtti,66.9672,30.3491,13.68,56,100,0.44,RU,1624131991
441,Itaituba,-4.2761,-55.9836,31.09,62,40,1.64,BR,1624131991
442,Constitución,-35.3333,-72.4167,13.74,61,99,4.5,CL,1624131991
443,Makokou,0.5738,12.8642,22.94,90,94,0.9,GA,1624131992
444,Arrondissement de Tarbes,43.25,0.1667,23.26,68,75,3.6,FR,1624131992
445,Storforshei,66.4043,14.5233,11.88,76,75,0.51,NO,1624131992
446,Labuhan,-6.8844,112.2051,24.6,89,92,3.04,ID,1624131807
447,Sindor,62.8629,51.8905,8.48,69,0,4.69,RU,1624131992
448,Samarai,-10.6167,150.6667,25.71,77,99,5.57,PG,1624131993
449,Oakdale,44.963,-92.9649,26.94,41,40,7.72,US,1624131993
450,Açucena,-19.0731,-42.5464,23.29,72,47,1.31,BR,1624131993
451,Pervomayskoye,43.919,46.7102,22.88,67,22,7.56,RU,1624131993
452,Kruisfontein,-34.0033,24.7314,15.74,30,6,3.05,ZA,1624131994
453,Leningradskiy,69.3833,178.4167,5.0,87,91,2.18,RU,1624131994
454,Mount Gambier,-37.8333,140.7667,3.95,100,100,1.54,AU,1624131994
455,Lorengau,-2.0226,147.2712,25.91,82,67,1.48,PG,1624131994
456,Khilok,51.3674,110.4676,10.26,93,100,0.7,RU,1624131995
457,Bilma,18.6853,12.9164,36.41,12,20,2.79,NE,1624131995
458,Mühlhausen,51.2167,10.45,27.67,87,6,2.14,DE,1624131995
459,Douentza,14.9951,-2.9517,34.42,31,65,1.74,ML,1624131995
460,Walvis Bay,-22.9575,14.5053,13.53,88,0,0.51,NA,1624131996
461,Jingdezhen,29.2947,117.2079,22.66,98,100,0.69,CN,1624131996
462,Talnakh,69.4865,88.3972,6.43,97,99,1.45,RU,1624131821
463,Waitati,-45.75,170.5667,7.67,89,100,0.7,NZ,1624131996
464,Umluj,25.0213,37.2685,29.51,50,0,3.91,SA,1624131996
465,Aklavik,68.2191,-135.0107,24.0,29,20,5.14,CA,1624131997
466,Megion,61.0296,76.1136,6.01,79,87,3.15,RU,1624131997
467,Vila Franca do Campo,37.7167,-25.4333,20.23,86,43,4.71,PT,1624131997
468,Kovdor,67.5662,30.4758,12.11,60,100,1.15,RU,1624131997
469,Fuzhou,26.0614,119.3061,26.94,98,100,0.07,CN,1624131998
470,Akdepe,42.0551,59.3788,23.05,33,0,7.34,TM,1624131998
471,Neuquén,-38.9516,-68.0591,4.94,87,75,2.06,AR,1624131998
472,Nizhnevartovsk,60.9344,76.5531,6.01,100,98,0.0,RU,1624131998
473,Champerico,14.3,-91.9167,31.53,72,100,2.64,GT,1624131999
474,Sibolga,1.7427,98.7792,24.82,78,100,1.39,ID,1624131999
475,Lianzhou,24.7811,112.3825,25.53,93,100,0.66,CN,1624131999
476,Chermoz,58.787,56.1489,15.44,85,40,5.91,RU,1624132000
477,Orán,-23.1322,-64.326,17.42,42,2,1.81,AR,1624132000
478,Barcelos,41.5388,-8.6151,16.03,84,100,2.7,PT,1624132000
479,Brae,60.3964,-1.353,10.95,69,83,3.11,GB,1624132000
480,Pimampiro,0.4,-77.9667,14.91,92,100,2.12,EC,1624132000
481,Canarana,-11.6847,-41.7689,26.39,39,25,4.09,BR,1624132001
482,Korla,41.7597,86.1469,23.01,27,8,2.5,CN,1624132001
483,Shimoda,34.6667,138.95,20.65,92,100,4.95,JP,1624132001
484,Camacupa,-12.0167,17.4833,13.7,35,19,0.86,AO,1624132001
485,Nchelenge,-9.3451,28.734,19.47,48,0,2.97,ZM,1624132002
486,Ambulu,-8.345,113.6058,23.47,90,46,1.21,ID,1624132002
487,Khovd,48.0056,91.6419,18.86,42,100,2.34,MN,1624132002
488,Sakakah,29.9697,40.2064,31.76,14,0,4.03,SA,1624132002
489,Kloulklubed,7.0419,134.2556,26.28,73,86,3.62,PW,1624132003
490,Panacan,9.2463,118.4082,26.67,83,100,1.61,PH,1624132003
491,Macrohon,10.0797,124.9431,28.05,77,100,3.02,PH,1624132003
492,Weiser,44.251,-116.9693,34.46,18,12,4.17,US,1624132003
493,Yulara,-25.2406,130.9889,2.91,87,8,2.57,AU,1624131752
494,Farafangana,-22.8167,47.8333,19.96,84,19,3.11,MG,1624132004
495,Gornyak,50.9942,81.4661,9.27,91,100,5.06,RU,1624132004
496,Natal,-5.795,-35.2094,26.36,78,75,3.09,BR,1624132004
497,Along,28.1667,94.7667,23.21,99,95,0.22,IN,1624132005
498,Dire Dawa,9.5931,41.8661,22.17,65,100,10.43,ET,1624132005
499,Arrondissement de Bourges,47.25,2.4167,20.16,92,100,3.77,FR,1624131757
500,Youhao,47.8667,128.8333,11.85,93,100,2.0,CN,1624132005
501,Atar,20.5169,-13.0499,33.56,13,0,5.55,MR,1624132005
502,Kaset Sombun,16.2805,101.9542,25.35,76,88,2.25,TH,1624132006
503,Santa Lucía,27.9117,-15.5407,16.62,56,20,11.32,ES,1624132006
504,Porto-Novo,6.4965,2.6036,27.9,79,16,4.82,BJ,1624132006
505,Tiznit Province,29.5833,-9.5,15.14,79,82,3.84,MA,1624132006
506,Tahoua,14.8888,5.2692,35.99,36,39,0.0,NE,1624131860
507,La Roda,39.2167,-2.15,19.85,52,100,0.2,ES,1624132007
508,Vinh,18.6667,105.6667,28.41,65,90,4.16,VN,1624132007
509,Praia da Vitória,38.7333,-27.0667,23.14,78,75,8.45,PT,1624132007
510,Uray,60.1247,64.7758,12.83,97,99,4.47,RU,1624132007
511,Jiayuguan City,39.8167,98.3,17.87,38,98,3.98,CN,1624132008
512,Penzance,50.1186,-5.5371,14.38,88,100,5.67,GB,1624132008
513,Honiara,-9.4333,159.95,24.77,84,46,1.32,SB,1624132008
514,Mamlyutka,54.9375,68.5394,11.85,74,100,3.26,KZ,1624132008
515,Nizhniy Odes,63.6445,54.856,6.8,63,90,7.68,RU,1624132009
516,Kandé,9.9578,1.0447,29.13,57,62,0.92,TG,1624132009
517,Serebryanyy Bor,56.8,124.8,11.02,89,31,0.69,RU,1624132009
518,Muravlenko,63.7898,74.523,7.6,77,40,4.21,RU,1624132009
519,Aginskoye,51.1,114.53,9.83,96,93,3.43,RU,1624132010
520,Guerrero Negro,27.9769,-114.0611,22.42,61,6,8.84,MX,1624132010
521,Broken Hill,-31.95,141.4333,6.84,93,90,1.54,AU,1624131832
522,Laguna,38.421,-121.4238,43.14,22,1,1.34,US,1624132010
523,Otane,-39.8833,176.6333,12.78,98,100,5.7,NZ,1624132010
524,Lugoba,-6.45,38.3333,19.71,77,57,1.01,TZ,1624132011
525,Rodrigues Alves,-7.738,-72.6509,27.11,76,99,0.55,BR,1624132011
526,Ucluelet,48.9329,-125.5528,21.69,79,100,0.45,CA,1624132011
527,Tripoli,32.8752,13.1875,26.65,54,0,5.86,LY,1624131903
528,Bloemfontein,-29.1211,26.214,4.71,81,1,0.51,ZA,1624132011
529,Norsup,-16.0667,167.3833,25.29,81,28,1.4,VU,1624132012
530,Udachny,66.4167,112.4,20.38,48,100,2.56,RU,1624132012
531,Buchanan,5.8808,-10.0467,26.98,89,100,3.56,LR,1624132012
532,Kattivākkam,13.2167,80.3167,29.48,72,100,5.0,IN,1624132012
533,Kavaratti,10.5669,72.642,28.26,76,95,8.51,IN,1624132013
534,Katsuura,35.1333,140.3,21.22,97,100,8.17,JP,1624131850
535,Eydhafushi,5.1033,73.0708,28.23,74,96,6.81,MV,1624132013
536,Havelock,34.8791,-76.9013,33.92,81,40,5.36,US,1624132013
537,St. Pete Beach,27.7253,-82.7412,34.52,71,1,3.58,US,1624132014
538,Tshikapa,-6.4167,20.8,23.4,35,4,1.07,CD,1624132014
539,Vanimo,-2.6741,141.3028,24.35,89,100,1.65,PG,1624132014
540,Praia,14.9215,-23.5087,25.3,65,20,7.72,CV,1624132014
541,Ekibastuz,51.6667,75.3667,9.7,55,23,3.73,KZ,1624131909
542,Narsaq,60.9167,-46.05,10.12,77,100,2.51,GL,1624132015
543,Husavik,66.0449,-17.3389,7.95,84,68,3.91,IS,1624131801
544,Ushtobe,45.2514,77.9838,14.96,64,100,6.31,KZ,1624132015
545,Xai-Xai,-25.0519,33.6442,18.55,74,0,2.96,MZ,1624132015
546,Kwinana,-32.25,115.7667,11.24,87,100,7.09,AU,1624132015
547,Bar Harbor,44.3876,-68.2039,25.75,75,20,5.66,US,1624132016
548,Lobito,-12.3481,13.5456,22.65,82,1,1.02,AO,1624132016
549,Morant Bay,17.8815,-76.4093,32.57,69,19,6.15,JM,1624132016
550,Gongzhuling,43.5008,124.8198,14.51,90,100,2.25,CN,1624132016
551,Nhulunbuy,-12.2333,136.7667,22.34,78,40,5.14,AU,1624132017
552,Coyhaique,-45.5752,-72.0662,7.34,57,75,1.54,CL,1624132017
553,Pangody,65.85,74.4859,9.06,54,92,5.58,RU,1624132017
554,Drayton Valley,53.2168,-114.9854,16.62,49,100,4.03,CA,1624132017
555,Forio,40.7342,13.8646,25.24,57,51,3.13,IT,1624132018
556,Kawalu,-7.3817,108.2082,21.75,96,95,0.84,ID,1624132018
557,Petropavlovsk-Kamchatskiy,53.0452,158.6483,6.33,93,75,2.0,RU,1624131791
558,Karatau,43.1667,70.4667,16.95,27,0,5.39,KZ,1624132018
559,Port Blair,11.6667,92.75,28.01,77,71,3.97,IN,1624132018
560,Barra do Garças,-15.89,-52.2567,33.32,33,20,2.06,BR,1624132019
561,Khuzhir,53.1939,107.3397,9.12,73,97,2.13,RU,1624132019
562,Vredendal,-31.6683,18.5012,20.37,30,17,3.78,ZA,1624132019
563,Toba,34.4833,136.85,22.0,82,98,8.7,JP,1624132019
564,Markdale,44.3168,-80.6497,22.83,57,100,3.13,CA,1624131840
565,Thinadhoo,0.5333,72.9333,28.74,72,100,5.31,MV,1624132020
566,Yuanping,38.7153,112.7575,17.89,30,100,1.66,CN,1624132020
567,Krasnosel'kup,65.7,82.4667,4.09,92,100,4.46,RU,1624132020
568,Port-Cartier,50.0334,-66.8654,12.18,98,100,3.05,CA,1624132021
569,Åmot,59.5714,7.9877,14.31,91,87,1.26,NO,1624132021
570,Kulaman,6.4594,124.0892,25.6,78,100,1.74,PH,1624132021
